2.4575 0.020692822500000003 0.00033
2.4725 0.020526292900000003 0.00035
2.4875 0.0204604416 0.00033
2.5025 0.020609473599999997 0.00032
2.5175 0.020759046400000005 0.00033
2.5325 0.0208831401 0.00033
2.5475 0.020698576899999998 0.00032
2.5625 0.0207792225 0.00032
2.5775 0.020935196100000004 0.00031
2.5925 0.0207388801 0.00029
2.6075 0.0208369225 0.00029
2.6225 0.020839809599999995 0.00029
2.6375 0.0207878724 0.00029
2.6525 0.020854248100000004 0.00028
2.6675 0.0211237156 0.00029
2.6825 0.021219748899999998 0.00028
2.6975 0.0212372329 0.00028
2.7125 0.0210772324 0.00026
2.7275 0.021161520899999998 0.00026
2.7425 0.0210685225 0.00027
2.7575 0.0210366016 0.00029
2.7725 0.021033700899999997 0.00028
2.7875 0.020990214400000002 0.00028
2.8025 0.021007603600000004 0.00029
2.8175 0.021112090000000003 0.00026
2.8325 0.0208600249 0.00028
2.8475 0.021045304900000002 0.00031
2.8625 0.021013401600000002 0.00028
2.8775 0.0207849889 0.00029
2.8925 0.020816718399999996 0.00028
2.9075 0.020813832900000002 0.0003
2.9225 0.020825376099999997 0.00028
2.9375 0.0209873169 0.00029
2.9525 0.020862913600000005 0.00028
2.9675 0.020790756100000005 0.00027
2.9825 0.020886030400000002 0.00028
2.9975 0.020704332099999997 0.00027
3.0125 0.0208369225 0.00027
3.0275 0.0206669376 0.00028
3.0425 0.0208369225 0.00029
3.0575 0.020802292899999998 0.00029
3.0725 0.020759046400000005 0.00029
3.0875 0.020727360899999995 0.00029
3.1025 0.020767692099999995 0.00028
3.1175 0.020623832099999996 0.00028
3.1325 0.0206037316 0.00031
3.1475 0.020805177600000002 0.00025
3.1625 0.020592249999999996 0.00027
3.1775 0.0204690249 0.00027
3.1925 0.020440420900000002 0.00029
3.2075 0.0205578244 0.00025
3.2225 0.02047761 0.00028
3.2375 0.0205865104 0.00026
3.2525 0.0205692964 0.00028
3.2675 0.0205865104 0.00028
3.2825 0.02062096 0.00025
3.2975 0.020549222500000002 0.00026
3.3125 0.0206353225 0.00026
3.3275 0.0207705744 0.00028
3.3425 0.0205951201 0.00026
3.3575 0.0205549569 0.00025
3.3725 0.0206037316 0.00026
3.3875 0.020426126399999998 0.00027
3.4025 0.020400408900000003 0.00028
3.4175 0.020417552099999996 0.00029
3.4325 0.020368998400000005 0.00027
3.4475 0.0204118369 0.00027
3.4625 0.02050624 0.00029
3.4775 0.020417552099999996 0.00027
3.4925 0.020463302500000002 0.00027
3.5075 0.0204289849 0.00028
3.5225 0.020331908099999997 0.00028
3.5375 0.020377562499999998 0.00027
3.5525 0.020229372899999997 0.00028
3.5675 0.020240752900000002 0.00028
3.5825 0.0202920025 0.00028
3.5975 0.020354728899999997 0.00027
3.6125 0.020394696099999998 0.00028
3.6275 0.020289153600000002 0.00027
3.6425 0.020320502500000004 0.00029
3.6575 0.020289153600000002 0.00027
3.6725 0.0203176516 0.00027
3.6875 0.020340464399999997 0.00035
3.7025 0.02036329 0.00031
3.7175 0.020198094399999998 0.0003
3.7325 0.020371852899999997 0.00028
3.7475 0.020280608100000003 0.00028
3.7625 0.020306249999999998 0.00029
3.7775 0.020283456399999997 0.00029
3.7925 0.0201696804 0.00029
3.8075 0.020240752900000002 0.00029
3.8225 0.020240752900000002 0.0003
3.8375 0.020329056400000003 0.0003
3.8525 0.020240752900000002 0.0003
3.8675 0.02019241 0.00032
3.8825 0.020195252099999995 0.00032
3.8975 0.020269216899999998 0.00032
3.9125 0.0202920025 0.0003
3.9275 0.020351875600000003 0.0003
3.9425 0.0203119504 0.00031
